train/reward,time/total_timesteps,time/episodes,train/critic_loss,time/fps,train/ent_coef,time/time_elapsed,train/actor_loss,train/n_updates,train/ent_coef_loss,train/learning_rate
-0.009885553,14608,4,3586.731689453125,39,0.09767059981822968,365,252.11199951171875,14507,-116.11192321777344,0.0001
-0.00030732923,14608,4,14.355802536010742,40,0.011314298957586288,361,30.282264709472656,36146,-200.17384338378906,0.0001
0.0,29216,8,5.993083953857422,40,0.0027759000658988953,726,4.9455060958862305,50754,-137.40159606933594,0.0001
